[combat] time=0.288 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.304 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.327 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[anim] time=3.977 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.977 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.977 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.977 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.977 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.978 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.978 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.978 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.978 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.978 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.991 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.991 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.992 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.992 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.992 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.992 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.992 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.992 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.993 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.993 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.993 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.993 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.993 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.993 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.993 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.993 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.008 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.008 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.009 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.009 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.009 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.010 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.010 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.010 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.010 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.010 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.010 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.010 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.011 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.011 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.011 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.011 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.022 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.022 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.022 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.022 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.022 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.023 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.023 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.023 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.023 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.023 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.023 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.023 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.023 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.023 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.023 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.023 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.034 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.034 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.035 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.035 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.035 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.035 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.035 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.035 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.036 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.036 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.036 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.036 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.036 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.036 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.036 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.036 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.045 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.045 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.045 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.045 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.045 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.045 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.046 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.046 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.046 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.046 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.046 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.046 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.046 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.046 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.046 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.046 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.055 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.055 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.055 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.055 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.055 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.055 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.056 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.056 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.056 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.056 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.056 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.065 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.065 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.065 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.065 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.065 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.065 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.065 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.066 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.066 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.066 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.066 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.066 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.066 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.066 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.066 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.066 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.066 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.066 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.075 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.075 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.075 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.075 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.075 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.076 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.076 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.076 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.076 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.076 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.076 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.076 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.076 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.085 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.085 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.085 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.085 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.085 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.085 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.085 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.086 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.086 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.086 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.086 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.086 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.086 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.086 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.095 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.095 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.096 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.096 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.096 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.096 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.096 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.097 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.097 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.097 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.097 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.097 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.097 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.097 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.108 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.108 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.108 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.108 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.109 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.109 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.109 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.109 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.109 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.109 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.109 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.109 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.109 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.110 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.121 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.121 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.121 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.122 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.122 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.122 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.122 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.122 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.122 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.122 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.122 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.123 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.123 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.123 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.132 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.132 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.133 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.133 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.133 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.133 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.133 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.133 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.133 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.134 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.134 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.134 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.134 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.134 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.143 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.143 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.143 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.143 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.144 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.144 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.144 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.144 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.144 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.144 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.144 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.144 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.144 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.144 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.154 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.154 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.154 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.154 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.155 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.155 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.155 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.155 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.155 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.155 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.155 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.155 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.155 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.155 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.164 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.165 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.165 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.165 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.165 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.165 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.165 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.165 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.165 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.165 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.166 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.166 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.166 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.166 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.178 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.178 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.178 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.178 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.179 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.179 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.179 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.179 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.179 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.179 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.179 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.179 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.179 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.179 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.190 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.190 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.191 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.191 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.191 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.191 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.191 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.191 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.191 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.191 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.191 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.191 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.192 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.192 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.201 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.201 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.201 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.202 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.202 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.202 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.202 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.202 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.202 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.202 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.202 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.202 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.203 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.203 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=4.207 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=25;hex=00000000070000002E6E706320737061776E20616464203600
[combat] time=4.208 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.npc_spawn_add_6
[anim] time=4.219 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.219 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.219 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.219 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.220 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.220 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.220 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.220 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.220 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.220 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.220 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.220 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.221 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.221 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.237 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.237 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.237 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.237 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.238 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.238 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.238 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.238 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.238 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.238 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.238 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.238 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.238 unit=creature:447 track=0 requested=4 played=4 kind=Exact
